                      (*)   mesure a 300k
                      (**)  isomere le plus stable
                      (***) enthalpie inconnue
87 88 h       h       h2                             5.00e-17  0.5      0.00   0 !
  -                   -
  -                   - cosmic-ray direct processes
  -                   -
jan11 h3o+    hcn     hcnh+   h2o                    3.80E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 9399
jan11 h3o+    hnc     hcnh+   h2o                    4.00E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h3o+    c2h3    c2h4+   h2o                    2.00E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h3o+    h2co    h3co+   h2o                    3.40E-09  -.50      .00   4 !   297   297 -  ANIC 7906
jan11 h3o+    ch3oh   ch5o+   h2o                    2.50E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 9399
jan11 h3o+    h2s     h3s+    h2o                    1.90E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7809
jan11 h3o+    cs      hcs+    h2o                    1.00E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan16 h3o+    c4      c4h+    h2o                    1.10E-09   .00  2413.00   4 !    10 10000 -  udfa06 (endothermic by 20.09 kJ/mol, although c4h+ formation heat is uncertain)
jan11 h3o+    c4h     c4h2+   h2o                    1.10E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
cha13 c2      c2+     c       c3+                    0.64E-09  0.00     0.00   4 !
cha13 c2      c2+     c+      c3                     0.23E-09  0.00     0.00   4 !
jan11 c2+     c2h2    c4h+    h                      1.70E-09   .00      .00   4 !    10 41000 -  udfa06 Ref 8501
jan11 c2      hcn+    cn      c2h+                   8.40E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2+     hco     co      c2h+                   3.80E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2      hco+    co      c2h+                   8.30E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2      n2h+    n2      c2h+                   8.30E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2      h2co+   hco     c2h+                   8.20E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2      hno+    no      c2h+                   8.20E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2+     o2      co+     co                     8.00E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2      o2+     co+     co                     4.10E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2+     s       cs+     c                      5.80E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2      s+      cs+     c                      8.10E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2h+    c2h2    c4h2+   h                      1.70E-09   .00      .00   4 !    10 41000 -  udfa06 Ref 8501
jan11 c2h     c2h2+   c4h2+   h                      1.40E-09   .00      .00   4 !    10 41000 -  udfa06 Ref HL89
jan11 c2h+    hcn     c2h2+   cn                     1.40E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8011
jan11 c2h+    hcn     hcnh+   c2                     1.40E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8011
jan11 c2h+    hnc     hcnh+   c2                     1.40E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2h     hcn+    c2h2+   cn                     7.90E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2h     c2h3+   c2h2+   c2h2                   3.30E-10   .00      .00   4 !    10   300 -  udfa06 Ref HL89
jan11 c2h     c2h3+   c4h2+   h2                     3.30E-10   .00      .00   4 !    10 41000 -  udfa06 Ref HL89
jan11 c2h     co+     hco+    c2                     3.90E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2h+    hco     co      c2h2+                  7.60E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2h     hco+    co      c2h2+                  7.80E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2h     n2h+    n2      c2h2+                  7.80E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2h+    h2co    h3co+   c2                     1.10E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2h     h2co+   hco     c2h2+                  7.70E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2h     hno+    no      c2h2+                  7.70E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2h+    co2     c2ho+   co                     9.40E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan16 c2h     s+      c2s+    h                      1.00E-09   .00  3771.00   4 !    10 41000 -  udfa06 Ref MH90
jan11 cn+     hco     co      hcn+                   3.70E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 cn+     h2co    hco+    hcn                    5.20E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 cn+     o2      no+     co                     8.60E-11   .00      .00   4 !    10 41000 -  udfa06 Ref 8404
jan11 c2h2+   c2h2    c4h2+   h2                     4.90E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 7712
jan11 c2h2+   hcn     hcnh+   c2h                    2.30E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 8002
jan11 c2h2+   hnc     hcnh+   c2h                    2.30E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2h2+   hco     co      c2h3+                  3.70E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2h2    hco+    co      c2h3+                  1.40E-09   .00      .00   4 !    10 41000 -  udfa06 Ref 7713
jan11 c2h2    n2h+    n2      c2h3+                  1.41E-09   .00      .00   4 !    10 41000 -  udfa06 Ref 7713
jan11 c2h2    o2+     c2h2+   o2                     1.11E-09   .00      .00   4 !    10 41000 -  udfa06 Ref 0014
jan11 c2h2    o2+     hco+    h       co             6.50E-11   .00      .00   4 !    10 41000 -  udfa06 Ref 0014
jan11 c2h2+   s       c2s+    h2                     1.00E-09   .00      .00   4 !    10 41000 -  udfa06 Ref SY92
jan11 c2h2+   h2s     sh      c2h3+                  4.60E-11  -.50      .00   4 !    10 41000 -  udfa06 Ref 7714
jan11 c2h2+   h2s     h3s+    c2h                    4.60E-11  -.50      .00   4 !    10 41000 -  udfa06 Ref 7714
jan11 c2h2    hco2+   co2     c2h3+                  1.37E-09   .00      .00   4 !    10 41000 -  udfa06 Ref 7713
jan11 c2h2    so+     h2cs+   co                     7.20E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 0014
jan11 c2h2    so+     hcs+    hco                    2.64E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 0014
jc 15 hcn+    n       ch+     n2                     8.00E-10  -.50      .00   4 !
jan11 hcn+    hcn     hcnh+   cn                     1.60E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8101
jan11 hcn+    hnc     hcnh+   cn                     1.00E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hcn     c2h3+   hcnh+   c2h2                   2.90E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8011
jan11 hnc     c2h3+   hcnh+   c2h2                   2.90E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jc 15 hcn+    co      hco+    cn                     3.20E-10   .00      .00   4 !
jc 15 hcn+    co      hnc+    co                     1.40E-10   .00      .00   4 !
jan11 hcn+    hco     hcnh+   co                     3.70E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hcn+    hco     h2co+   cn                     3.70E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hcn     hco+    hcnh+   co                     3.10E-09  -.50      .00   4 !   205   565 -  udfa06 Ref 8512
jan16 cn      hco+    hnc+    co                     2.20E-09  -.40  3516.00   4 !    10 41000 -  udfa06 Ref
jan11 hnc     hco+    hcnh+   co                     3.10E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hcn     n2h+    hcnh+   n2                     3.20E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7605
jan11 hnc     n2h+    hcnh+   n2                     3.20E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hcn     c2h5+   c2h4    hcnh+                  2.70E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8011
jan11 hnc     c2h5+   c2h4    hcnh+                  2.70E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hcn+    h2co    h3co+   cn                     1.00E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hcn     h2co+   hco     hcnh+                  1.40E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7701
jan11 hnc     h2co+   hco     hcnh+                  1.40E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hcn     hno+    no      hcnh+                  9.90E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hnc     hno+    no      hcnh+                  9.90E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hcn     h3co+   h2co    hcnh+                  2.40E-09   .00   190.00   4 !   300   300 -  ANIC 7814 (endothermic, k(300)K=1.3E-9, endothermicity is 190 K)
jan11 hnc     h3co+   h2co    hcnh+                  1.30E-09  -.50      .00   4 !   300   300 -  udfa06 (hcn + h3co+, 300K value)
jan11 hcn+    s       sh+     cn                     5.70E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 hcn     sh+     s       hcnh+                  8.60E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 8401
jan11 hnc     sh+     s       hcnh+                  8.60E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hcn     h3s+    h2s     hcnh+                  1.50E-09  -.50      .00   4 !   296   296 -  ANIC 7809
jan11 hnc     h3s+    h2s     hcnh+                  1.50E-09  -.50      .00   4 !   296   296 -  udfa06 (hcn + h3s+)
jan11 hcn+    co2     hco2+   cn                     2.10E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8101
jan11 c2h3+   c2h3    c2h5+   c2h                    5.00E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2h3    c2h4+   c2h5+   c2h2                   5.00E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2h3+   c2h4    c2h5+   c2h2                   8.90E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 9399
jan11 c2h3    hco+    c2h4+   co                     1.40E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2h3+   h2s     h3s+    c2h2                   8.40E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 7714
jan11 c2h3+   c4h     c4h2+   c2h2                   4.00E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref HL89
jan11 co      n2h+    hco+    n2                     8.80E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8006
jan11 co+     h2co    hco+    hco                    1.65E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7805
jan11 co      hno+    no      hco+                   1.00E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 7104
jan11 co+     h2s     sh      hco+                   1.56E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 8401
jan11 co      hco2+   co2     hco+                   7.80E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 co+     so2     so+     co2                    1.70E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7507
jan11 co      so2+    so+     co2                    3.00E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 7302
jan11 n2+     hco     n2h+    co                     3.70E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 n2+     h2co    hco+    n2      h              2.52E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan16 n2      hno+    no      n2h+                   2.80E-10   .00  6115.00   4 !   300   300 -  ANIC 7104 (endothermic by 50.87 kJ/mol, 7104: endothermic, we adopt k(300K)=1E-11 (udfa) resulting in 1000 K of endothermicity)
jan11 no      n2h+    n2      hno+                   3.40E-10  -.50      .00   4 !   300   300 -  ANIC 9399
jan11 n2+     h2s     s+      n2      h2             2.25E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 n2+     h2s     sh+     n2      h              1.13E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 n2+     ocs     s+      n2      co             1.04E-09   .00      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 hcn     c4h+    c4h2+   cn                     9.45E-11  -.50      .00   4 !    10 41000 -  udfa06 Ref 9399
jan16 hcnh+   h2co    h3co+   hcn                    1.05E-09  -.50   429.00   4 !   300   300 -  ANIC 7814
jan11 hcnh+   h2s     h3s+    hcn                    1.20E-09   .00   374.00   4 !   300   300 -  ANIC 7813 (endothermic, k(300K)=3.4E-10 from ANIC 7813, endothermicty is 374 K)
jan11 c2h4    hco+    c2h5+   co                     1.40E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 c2h4    o2+     c2h4+   o2                     6.80E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8634
jan11 c2h4    s+      hcs+    ch3                    6.18E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 9553
jan11 c2h4    s+      c2h3+   sh                     9.50E-11   .00      .00   4 !    10 41000 -  udfa06 Ref 9553
jan11 c2h4+   h2s     h2s+    c2h4                   6.57E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 7714
jan11 c2h4+   h2s     h2cs+   ch4                    7.42E-11  -.50      .00   4 !    10 41000 -  udfa06 Ref 7714
jan11 c2h4+   h2s     h3cs+   ch3                    3.29E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 7714
jan11 c2h4    c3+     c2h4+   c3                     3.96E-10   .00      .00   4 !   300   300 -  ANIC 8805
jan11 hco+    hco     h2co+   co                     7.30E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hco     n2h+    h2co+   n2                     7.30E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hco+    h2co    h3co+   co                     3.30E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7906
jan11 hco     h2co+   h3co+   co                     3.60E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hco     hno+    h2co+   no                     7.20E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hco+    ch3oh   ch5o+   co                     2.70E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7902
jan11 hco+    s       sh+     co                     3.30E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 hco     s+      sh+     co                     3.60E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hco+    sh      h2s+    co                     8.20E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 hco+    h2s     h3s+    co                     1.60E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7507
jan11 hco+    cs      hcs+    co                     1.20E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hco+    h2cs    h3cs+   co                     1.10E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hco+    c4      c4h+    co                     2.00E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 hco+    so      hso+    co                     7.50E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hco+    c4h     c4h2+   co                     1.40E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 hco+    ocs     hocs+   co                     1.10E-09   .00      .00   4 !    10 41000 -  udfa06 Ref 7805
jan11 n2h+    h2co    h3co+   n2                     3.30E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7906
jan11 n2h+    s       sh+     n2                     1.10E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 n2h+    co2     hco2+   n2                     9.80E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8006
jan11 c2h5+   h2co    h3co+   c2h4                   3.10E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7906
jan11 c2h5+   h2s     h3s+    c2h4                   6.70E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 7701
jan11 c2h5+   o       hco+    ch4                    1.00E-11   .00      .00   4 !     0     0 -  --osu2005
jan11 h2co+   h2co    h3co+   hco                    3.20E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7805
jan11 h2co    hno+    h3co+   no                     1.00E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h2co    o2+     o2      hco+    h              2.30E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 h2co+   s       sh+     hco                    5.50E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 h2co    s+      sh      hco+                   3.35E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 8401
jan11 h2co    s+      h2s+    co                     3.35E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 8401
jan11 h2co+   ch3oh   ch5o+   hco                    2.16E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7805
jan16 h2co    h3s+    h2s     h3co+                  2.20E-09  -.50    58.00   4 !   297   297 -  ANIC 7906
jan11 hno+    s       sh+     no                     1.10E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 hno+    co2     hco2+   no                     1.00E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 7104
jan11 h3co+   ch3oh   ch5o+   h2co                   1.90E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 9757
jan11 h3co+   h2s     h3s+    h2co                   2.50E-09   .00   480.00   4 !   300   300 -  ANIC 7814 (endothermic, k(300K)=5E-10 from ANIC 7814, endothermicity is 480 K)
jan11 o2+     ch3oh   o2      h3co+   h              5.00E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 8010
jan11 o2      s+      so+     o                      1.50E-11   .00      .00   4 !    10 41000 -  udfa06 Ref 8110
jan11 o2+     s       so+     o                      5.40E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 o2      cs+     ocs+    o                      1.30E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8401
jan11 s+      c4h2    c4h2+   s                      7.20E-10   .00      .00   4 !   294   294 -  udfa06 1988WLO
jan11 s+      c4h2    cs      c-c3h2+                1.20E-10   .00      .00   4 !   294   294 -  udfa06 1988WLO (assumed 1/2 cyclic c3h2+)
jan11 s+      c4h2    cs      c3h2+                  1.20E-10   .00      .00   4 !   294   294 -  udfa06 1988WLO (assumed 1/2 cyclic c3h2+)
jan11 sh+     h2s     h3s+    s                      4.70E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 8110
jan11 h2s+    h2s     h3s+    sh                     1.00E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8110
jan11 h2s     c2n+    hcs+    hcn                    1.20E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8012
jan11 h2s     ocs+    h2s+    ocs                    1.40E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 8110
jan11 c4h+    c4h     c4h2+   c4                     6.00E-10  -.50      .00   4 !    10   300 -  udfa06 Ref HL89
jan11 h       h2+     h2      h+                     6.40E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 7901
jan11 h       he+     he      h+                     1.20E-15   .25      .00   4 !    10 10000 -  udfa06 -Ref SL98 -Err A
jan11 h+      ch      ch+     h                      1.90E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h+      ch2     ch2+    h                      1.40E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 h+      nh      nh+     h                      2.10E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h+      ch3     ch3+    h                      3.40E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 h       o+      o       h+                     5.66E-10   .36    -8.60   4 !    10 41000 -  udfa06 Ref SS99
jan11 h+      o       o+      h                      7.31E-10   .23   226.00   4 !    10 10000 -  udfa06 -Ref SS99 -Err B
jan11 h+      nh2     nh2+    h                      2.90E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h+      ch4     ch4+    h                      1.50E-09   .00      .00   4 !    10 41000 -  udfa06 Ref 7401
jan11 h+      oh      oh+     h                      2.10E-09  -.50      .00   4 !    10 41000 -  udfa06, dif.k (osu_01_2009 gives 1.6E-8/-0.5/0) check Su-Chesnavich
jan11 h+      nh3     nh3+    h                      3.70E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 9205
jan11 h+      h2o     h2o+    h                      6.90E-09  -.50      .00   4 !    10   300 -  udfa06 Ref 9205
cha13 h+      c2      h       c2+                    0.25E-08  0.00     0.00   4 !
cha13 h+      c2      c       ch+                    0.06E-08  0.00     0.00   4 !
jan11 h+      c2h     c2h+    h                      1.50E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 h       cn+     cn      h+                     6.40E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 9702
jan11 h+      c2h2    c2h2+   h                      5.40E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 9205
jan16 h+      hcn     hcn+    h                      1.05E-08  -.13    46.00   4 !   205   565 -  udfa06 ANIC 8512 (~thermoneutral: endothermic by 0.42 kJ/mol)
jc 15 h+      hcn     hnc+    h                      2.80E-09  1.00     6.61 105 !  ionpol1
jc 15 h+      hnc     hnc+    h                      2.80E-09  1.00     6.50 105 !  ionpol1
jc 15 h       hcn+    hcn     h+                     3.37E-11   .00      .00   4 !    10 41000 -  udfa06 (~thermoneutral: exothermic by 0.42 kJ/mol)
jc 15 h       hcn+    hnc+    h                      1.00E-09   .00      .00   4 !    10 41000 -  udfa06 (~thermoneutral: exothermic by 0.42 kJ/mol)
jan16 h       hnc+    hcn+    h                      1.00E-09   .00  4931.00   4 !    10 41000 -  udfa06 (~thermoneutral: exothermic by 0.42 kJ/mol)
jan11 h+      c2h3    c2h3+   h                      2.00E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h       co+     co      h+                     7.50E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 8403
jan11 h+      c2h4    c2h4+   h                      1.00E-09   .00      .00   4 !    10   300 -  udfa06 Ref SS94
jan11 h+      hco     hco+    h                      9.40E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h+      no      no+     h                      2.90E-09   .00      .00   4 !    10   300 -  udfa06 Ref 9205
jan11 h+      h2co    h2co+   h                      2.96E-09  -.50      .00   4 !    10   300 -  udfa06 Ref 9202
jan11 h+      o2      o2+     h                      2.00E-09   .00      .00   4 !    10   300 -  udfa06 Ref 9205
mar11 h+      s       s+      h                      1.00E-14   .00      .00   4 !    10 41000 -  ORNL database http://www-cfadc.phy.ornl.gov/astro/ps/data/cx/hydrogen/rates/cti.dat
jan11 h+      sh      sh+     h                      1.60E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 h+      h2s     h2s+    h                      5.28E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 9205
jan11 h+      c3      c3+     h                      4.00E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 h+      cs      cs+     h                      4.90E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h+      h2cs    h2cs+   h                      4.70E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h+      c2s     c2s+    h                      1.00E-09  -.50      .00   4 !    10   300 -  udfa06 Ref MH90
cha13 c4      h+      c       c3h+                   1.76E-09  0.00     0.00   4 !
cha13 c4      h+      h       c4+                    1.24E-09  0.00     0.00   4 !
cha13 c4      h+      ch+     c3                     0.60E-09  0.00     0.00   4 !
jan16 c4      h+      c+      c3h                    0.20E-09  0.00  2866.00   4 !
jan16 c4      h+      c+      c-c3h                  0.20E-09  0.00  2356.00   4 !
jan11 h+      so      so+     h                      3.20E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h+      c4h     c4h+    h                      2.00E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h+      c4h2    c4h2+   h                      2.00E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 h+      fe      fe+     h                      7.40E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 h+      ocs     ocs+    h                      2.10E-09   .00      .00   4 !    10   300 -  udfa06 Ref 9205
jan11 h+      so2     so2+    h                      5.78E-09  -.50      .00   4 !    10   300 -  udfa06 Ref 9205
jan11 h2      he+     he      h2+                    7.20E-15   .00      .00   4 !    10   300 -  udfa06 Ref BA84
jan11 h2+     ch      ch+     h2                     7.10E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h2+     ch2     ch2+    h2                     1.00E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 h2+     nh      nh+     h2                     7.60E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h2+     nh2     nh2+    h2                     2.10E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h2+     ch4     ch4+    h2                     1.40E-09   .00      .00   4 !    10 41000 -  udfa06 Ref 7503
jan11 h2+     oh      oh+     h2                     7.60E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h2+     nh3     nh3+    h2                     5.70E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7503
jan11 h2+     h2o     h2o+    h2                     3.90E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7503
jan11 h2+     c2      c2+     h2                     1.10E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 h2+     c2h     c2h+    h2                     1.00E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 h2+     c2h2    c2h2+   h2                     4.82E-09   .00      .00   4 !    10 41000 -  udfa06 Ref 7503
jan11 h2+     hcn     hcn+    h2                     2.70E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h2+     co      co+     h2                     6.44E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 7503
jan11 h2+     c2h4    c2h4+   h2                     2.21E-09   .00      .00   4 !    10 41000 -  udfa06 Ref 7503
jan11 h2+     hco     hco+    h2                     1.00E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h2+     no      no+     h2                     1.10E-09   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 h2+     h2co    h2co+   h2                     1.40E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 h2+     o2      o2+     h2                     8.00E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 7503
jan11 h2+     h2s     h2s+    h2                     2.70E-09  -.50      .00   4 !    10 41000 -  udfa06 Ref 7503
jan11 he+     c       c+      he                     6.30E-15   .75      .00   4 !    10   300 -  udfa06 Ref KD93
jan11 he+     ch      ch+     he                     5.00E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref
jan11 he+     ch4     ch4+    he                     5.10E-11   .00      .00   4 !    10 41000 -  udfa06 Ref 7801
jan11 he+     nh3     nh3+    he                     2.64E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 7502
jan11 he+     h2o     h2o+    he                     6.05E-11  -.50      .00   4 !    10 41000 -  udfa06 Ref 7801
jan11 he+     c2      c2+     he                     5.00E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
jan11 he+     c2h2    c2h2+   he                     2.54E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 7502
jan11 he+     n2      n2+     he                     6.40E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 7602
jan11 he+     c2h4    c2h4+   he                     2.40E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 7502
jan11 he+     h2co    h2co+   he                     9.69E-10  -.50      .00   4 !    10   300 -  udfa06 Ref 9202
jan11 he+     o2      o2+     he                     3.30E-11   .00      .00   4 !    10 41000 -  udfa06 Ref 7602
jan11 he+     h2s     h2s+    he                     3.08E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 7502
jan11 he+     co2     co2+    he                     1.21E-10   .00      .00   4 !    10 41000 -  udfa06 Ref 7602
jan11 he+     so2     so2+    he                     4.30E-10  -.50      .00   4 !    10 41000 -  udfa06 Ref 7302
jan11 c       c2+     c2      c+                     1.10E-10   .00      .00   4 !    10 41000 -  udfa06 Ref
