                      (*)   mesure a 300k
                      (**)  isomere le plus stable
                      (***) enthalpie inconnue
87 88 h       h       h2                             5.00e-17  0.5      0.00   0 !
  -                   -
  -                   - cosmic-ray direct processes
  -                   -
jun16 o       ho2     o2      oh                     5.76E-10  -.30     7.50   4 !  UMIST
jun16 oh      ho2     o2      h2o                    8.58E-11  -.56    14.80   4 !  UMIST
jun16 h       h2o2    h2o     oh                     1.70E-11   .00  1800.00   4 !  UMIST
jan11 h2      ch      ch2     h                      2.64E-10   .00  1545.00   4 !   327   744 -  NIST 1991BEC & 1997BRO, low and intermediate pressure
jan11 h2      ch3     ch4     h                      1.98E-14  2.84  3865.00   4 !   300  2500 -  NIST fit to all data
jan11 h2      c2h2    c2h3    h                      4.00E-12   .00 32703.00   4 !   300  2500 -  NIST 1986TSA
jan11 h2      c2h3    c2h4    h                      4.01E-14  2.80  2909.00   4 !   300  2500 -  NIST fit to all experimental data
jan11 h2      nh2     nh3     h                      1.79E-13  2.23  3608.00   4 !   300  5000 -  NIST 1999MEB (agrees with 1978LES 295-500K exp)
jan11 h2      co2     co      h2o                    3.20E-07  1.53 56906.00   4 !  1000  2000 -  2002TAL (fit to the 1000 & 2000 K given in paper)
jan11 co      h2o     h2      co2                    6.22E-10  2.59 51606.00   4 !  1000  2000 -  >INV 2002TAL (fit to the 1000 & 2000 K given in paper)
jan11 h2      hno     nh      h2o                    1.66E-10   .00  8056.00   4 !  1300  1900 -  NIST 1994ROH
jan11 h2      hco     h2co    h                      2.70E-13  2.00  8973.00   4 !   300  2500 -  NIST 1986TSA
jan11 h2      h3co    ch3oh   h                      1.01E-13  2.00  6723.00   4 !   300  2500 -  NIST 1987TSA
sep15 h2      s       h       sh                     4.20E-10   .00 10494.00   4 !   910  3137 -  NIST fit to all data (update septembre 2015)
jan11 h       sh      h2      s                      1.39E-10  -.18   697.00   4 !   910  3137 -  >INV NIST fit to all data
jan11 c       co      c2      o                      1.00E-10   .00 52805.00   4 !     0     0 -  OSU2003 (NIST ?)
jan11 c       o2      co      o                      6.33E-11   .00    -8.00   4 !    15  4200 -  OSU2003(15-300K) + NIST(300-4200K)
jan11 co      o       c       o2                     8.60E-11   .18 69431.00   4 !    15  4200 -  >INV OSU2003(15-300K) + NIST(300-4200K)
jan11 c       oh      co      h                      1.00E-10   .00      .00   4 !     0     0 -  OSU2003
jan11 co      h       c       oh                     4.85E-09  -.21 77858.00   4 !     0     0 -  >INV OSU2003
jan11 c       h2o     ch      oh                     1.30E-12   .00 19778.00   4 !  1000  4000 -  NIST 1967MAY
jan11 ch      oh      c       h2o                    1.14E-13  -.14   685.00   4 !  1000  4000 -  >INV NIST 1967MAY
jan11 c       hco     ch      co                     1.00E-10   .00      .00   4 !     0     0 -  OSU2003
jan11 ch      co      c       hco                    5.94E-11   .42 32652.00   4 !     0     0 -  >INV OSU2003
jui16 c       h2co    ch2     co                     3.00E-10   .00      .00   4 !  Ruaud et al. (2015)
jan11 c       cn      c2      n                      4.98E-10   .00 18103.00   4 !  5000  8000 -  NIST 1976SLA
jan11 c       nh      cn      h                      1.20E-10   .00      .00   4 !     0     0 -  OSU2003
jan11 cn      h       c       nh                     2.23E-09  -.19 50238.00   4 !     0     0 -  >INV OSU2003
jan11 c       no      co      n                      4.97E-11   .12      .00   4 !    15   295 -  NIST (total k -> 2000CHA(15-295K) & branching ratio -> 2003AND (5-4000K)) (OSU2003 gives 0.6 of total k)
jan11 co      n       c       no                     3.96E-10   .21 53589.00   4 !    15   295 -  >INV NIST (total k -> 2000CHA(15-295K) & branching ratio -> 2003AND (5-4000K)) (OSU2003 gives 0.6 of total k)
jan11 c       no      cn      o                      9.08E-11  -.28      .00   4 !    15   295 -  NIST (total k -> 2000CHA(15-295K) & branching ratio -> 2003AND (5-4000K)) (OSU2003 gives 0.4 of total k)
jan11 c       n2      cn      n                      9.17E-11   .00 22738.00   4 !  2000  4660 -  NIST fit to all data except 1991LIN
jan11 c       nh2     ch      nh                     9.61E-13   .00 10513.00   4 !  1000  4000 -  NIST 1967MAY
jan11 ch      nh      c       nh2                    2.00E-13   .01  4746.00   4 !  1000  4000 -  >INV NIST 1967MAY
jan11 c       nh2     hcn     h                      3.41E-11  -.36      .00   4 !     0     0 -  OSU2003 (2000HER)
jan11 hcn     h       c       nh2                    6.17E-09 -1.08 66729.00   4 !     0     0 -  >INV OSU2003 (2000HER)
jan11 c       nh2     hnc     h                      3.41E-11  -.36      .00   4 !     0     0 -  OSU2003 (2000HER)
jan11 hnc     h       c       nh2                    3.33E-09 -1.13 59536.00   4 !     0     0 -  >INV OSU2003 (2000HER)
jan11 c       ocs     cs      co                     1.01E-10   .00      .00   4 !   298   298 -  NIST 1991DOR
jan11 cs      co      c       ocs                    3.11E-12  1.06 48756.00   4 !   298   298 -  >INV NIST 1991DOR
jan11 c       sh      cs      h                      1.00E-10   .00      .00   4 !     0     0 -  OSU2003 (C+OH)
jan11 cs      h       c       sh                     4.62E-09  -.23 43439.00   4 !     0     0 -  >INV OSU2003 (C+OH)
jan11 c       so      co      s                      3.50E-11   .00      .00   4 !     0     0 -  OSU2003
jan11 co      s       c       so                     1.39E-10   .24 66665.00   4 !     0     0 -  >INV OSU2003
aou19 c       so      cs      o                      3.50E-11   .00      .00   4 !     0     0 -  OSU2003
jan11 cs      o       c       so                     8.78E-11   .08 23073.00   4 !     0     0 -  >INV OSU2003
jan11 c       so2     co      so                     6.91E-11   .00      .00   4 !   298   298 -  NIST 1991DOR products assumed
jan11 co      so      c       so2                    6.62E-12   .64 62961.00   4 !   298   298 -  >INV NIST 1991DOR products assumed
jan11 c       c2h4    c3h3    h                      3.00E-10  -.11      .00   4 !    15   295 -  2001CHA (assumed main channel, 2002KAI)
jan11 c3h3    h       c       c2h4                   8.28E-10 -1.27 24764.00   4 !    15   295 -  >INV 2001CHA (assumed main channel, 2002KAI)
jan11 c       c3h3    c4h2    h                      1.00E-10   .00      .00   4 !     0     0 -  OSU2003 (1/3 of C+C2H2) (products from 2002KAI)
jan11 c4h2    h       c       c3h3                   7.68E-08  -.87 47669.00   4 !     0     0 -  >INV OSU2003 (1/3 of C+C2H2) (products from 2002KAI)
jan11 c       ch      c2      h                      6.59E-11   .00      .00   4 !     0     0 -  OSU2003 (O+CH)
jan11 c2      h       c       ch                     1.44E-09  -.40 31710.00   4 !     0     0 -  >INV OSU2003 (O+CH)
jan11 c       ch2     c2h     h                      1.00E-10   .00      .00   4 !     0     0 -  OSU2003
jan11 c2h     h       c       ch2                    5.38E-09 -1.00 38967.00   4 !     0     0 -  >INV OSU2003
jan11 c       ch3     c2h2    h                      1.00E-10   .00      .00   4 !     0     0 -  OSU2003
jan11 c2h2    h       c       ch3                    2.26E-08 -1.04 50605.00   4 !     0     0 -  >INV OSU2003
jan11 o       nh      no      h                      6.60E-11   .00      .00   4 !    10   298 -  KIDA critical evaluation (based on exp data)
jan11 o       n2      no      n                      2.51E-10   .00 38606.00   4 !  1400  4700 -  NIST fit to all data
jan11 o       no      n       o2                     2.74E-11   .00 21297.00   4 !   300  2500 -  NIST 1995VAL
jan11 o       cn      c       no                     5.36E-11   .00 13749.00   4 !   200  5000 -  NIST 2003AND ab initio (agrees well when calculated from reverse)
jan11 o       hcn     oh      cn                     6.21E-10   .00 12441.00   4 !   300  4000 -  NIST fit to all data
jan11 o       hcn     nh      co                     7.48E-13  1.14  3744.00   4 !   300  2500 -  NIST fit to all data
jan11 nh      co      o       hcn                    3.70E-14  1.90 19986.00   4 !   300  2500 -  >INV NIST fit to all data
jan11 o       hnc     co      nh                     7.64E-12   .00  1102.00   4 !  1500  2400 -  NIST 1992LIN
jan11 co      nh      o       hnc                    7.01E-13   .81 24537.00   4 !  1500  2400 -  >INV NIST 1992LIN
jan11 o       h2o     oh      oh                     1.31E-10   .00  9250.00   4 !   250  2500 -  NIST fit
jan11 o       hno     no      oh                     3.80E-11  -.08      .00   4 !    10   473 -  KIDA critical evaluation (300 K value of NIST 1999INO plus a soft temperature dependence)
jan11 no      oh      o       hno                    2.67E-12   .53 26426.00   4 !    10   473 -  detailed balance
jan11 o       hco     oh      co                     5.00E-11   .00      .00   4 !   300  2500 -  1992BAU
jan11 oh      co      o       hco                    2.63E-11   .66 43532.00   4 !   300  2500 -  >INV 1992BAU
jan11 o       hco     h       co2                    5.00E-11   .00      .00   4 !   300  2500 -  1992BAU
jan11 h       co2     o       hco                    8.09E-08  -.54 56330.00   4 !   300  2500 -  >INV 1992BAU
jan11 o       nh2     nh      oh                     7.00E-12  -.10      .00   4 !    10   298 -  KIDA critical evaluation (based on exp data)
jan11 o       nh2     hno     h                      6.30E-11  -.10      .00   4 !    10   298 -  KIDA critical evaluation (based on exp data)
jan11 o       nh3     nh2     oh                     2.48E-13  1.81  2194.00   4 !   298  2500 -  NIST fit to all data
jan11 o       h3co    h2co    oh                     1.50E-10   .00      .00   4 !   298  2500 -  NIST 1989GRO
jan11 h2co    oh      o       h3co                   1.38E-10   .57 36346.00   4 !   298  2500 -  >INV NIST 1989GRO
jan11 o       ch3oh   h3co    oh                     3.44E-11   .00  2572.00   4 !   297  1006 -  NIST fit to all data after 1980
jan11 h3co    oh      o       ch3oh                  4.47E-13   .27  5582.00   4 !   297  1006 -  >INV NIST fit to all data after 1980
jan11 o       h2co    hco     oh                     1.78E-11   .57  1390.00   4 !   250  2000 -  2005BAU, it seems to be the major channel 1991WEL
jan11 hco     oh      o       h2co                   2.73E-13   .85  8482.00   4 !   250  2000 -  >INV 2005BAU, it seems to be the major channel 1991WEL
jan11 o       cs      co      s                      2.60E-10   .00   760.00   4 !   150   300 -  KIDA (update septembre 2015)
jan11 co      s       o       cs                     4.27E-10   .16 44352.00   4 !   150   300 -  >INV NIST 1997DEM & 1997ATK
jan11 o       sh      s       oh                     1.74E-11   .67   956.00   4 !   298  2500 -  NIST 1973SCH
jan11 s       oh      o       sh                     2.61E-11   .81 10129.00   4 !   298  2500 -  >INV NIST 1973SCH
sep15 o       h2s     sh      oh                     7.90E-12  1.00  1737.00   4 !   200  2000 -  NIST fit to all data except the 2 references which clearly differ from all the others
jan11 sh      oh      o       h2s                    2.91E-13  1.96  7156.00   4 !   200  2000 -  >INV NIST fit to all data
jan11 o       so2     so      o2                     8.30E-12   .00  9801.00   4 !   440  3000 -  NIST 1988SIN
jan11 o       ocs     co2     s                      8.30E-11   .00  5530.00   4 !  1200  1900 -  NIST 1988SIN
jan11 co2     s       o       ocs                    2.56E-10   .23 32818.00   4 !  1200  1900 -  >INV NIST 1988SIN
jan11 o       ocs     so      co                     3.98E-11   .00  2401.00   4 !   200  1500 -  NIST fit to all data
jan11 so      co      o       ocs                    5.19E-13   .99 28083.00   4 !   200  1500 -  >INV NIST fit to all data
jan11 o       c2h4    oh      c2h3                   1.35E-12  1.91  1880.00   4 !   290  1510 -  NIST 1987MAH (reverse with (-) Ea, main channel for reverse assumed =H2O+C2H2 as in 1986TSA)
jan11 o       c2h4    ch3     hco                    2.42E-12  1.35   372.00   4 !   298  2500 -  NIST fit to all data
jan11 ch3     hco     o       c2h4                   6.13E-15  2.08 13476.00   4 !   298  2500 -  >INV NIST fit to all data
jan11 o       c2h4    ch2     h2co                   3.66E-12   .66   518.00   4 !   226  1600 -  NIST fit to all data
jan11 ch2     h2co    o       c2h4                   1.37E-14  1.65  2313.00   4 !   226  1600 -  >INV NIST fit to all data
jan11 o       c2h4    ch2     hco     h              1.33E-12  1.44   267.00   4 !     0     0 -  1994TAN
jan11 o       c2h3    oh      c2h2                   8.30E-12   .00      .00   4 !   300  2000 -  NIST 1992BAU assumed 1/6 of total rate constant
jan11 oh      c2h2    o       c2h3                   1.23E-11   .25 33934.00   4 !   300  2000 -  >INV NIST 1992BAU assumed 1/6 of total rate constant
jan11 o       c2h3    hco     ch2                    8.30E-12   .00      .00   4 !   300  2000 -  NIST 1992BAU assumed 1/6 of total rate constant
jan11 hco     ch2     o       c2h3                   1.08E-13   .95 13440.00   4 !   300  2000 -  >INV NIST 1992BAU assumed 1/6 of total rate constant
jan11 o       c2h3    ch3     co                     8.30E-12   .00      .00   4 !   300  2000 -  NIST 1992BAU assumed 1/6 of total rate constant
jan11 ch3     co      o       c2h3                   2.66E-12  1.08 61188.00   4 !   300  2000 -  >INV NIST 1992BAU assumed 1/6 of total rate constant
jan11 o       c3h3    c-c3h2  oh                     7.69E-11   .00      .00   4 !   295   750 -  2004LEE ; no activation barrier , OH observed with crossed beams (assumed 1/3 of total rate)
jan11 c-c3h2  oh      o       c3h3                   2.44E-11  1.11  9466.00   4 !   295   750 -  >INV 2004LEE ; no activation barrier , OH observed with crossed beams (assumed 1/3 of total rate)
jan11 o       ch      co      h                      6.59E-11   .00      .00   4 !   295  2000 -  2005BAU
jan11 co      h       o       ch                     2.83E-09   .03 88739.00   4 !   295  2000 -  >INV 2005BAU
jan11 o       ch      c       oh                     2.52E-11   .00  2381.00   4 !    10  6000 -  NIST 1986MUR ab initio
jan11 c       oh      o       ch                     2.23E-11   .24 13262.00   4 !    10  6000 -  >INV NIST 1986MUR ab initio
jan11 o       ch2     co      h       h              1.21E-10   .00      .00   4 !   300  2500 -  NIST 1992BAU
jan11 o       ch2     co      h2                     8.30E-11   .00      .00   4 !  1900  2600 -  NIST mean value between 1984FRA & 1988FRA
jan11 co      h2      o       ch2                    1.45E-09   .21 90199.00   4 !  1900  2600 -  >INV NIST mean value between 1984FRA & 1988FRA
jan11 o       ch2     ch      oh                     2.61E-10   .00  4650.00   4 !   298  2300 -  NIST linear fit to highT(84FRA) & lowT(69BRA)
jan11 ch      oh      o       ch2                    5.20E-11   .15  5396.00   4 !   298  2300 -  >INV NIST linear fit to highT(84FRA) & lowT(69BRA)
jan11 o       ch2     hco     h                      5.00E-11   .00      .00   4 !  1200  1800 -  NIST 1981TSU
jan11 o       ch3     h2co    h                      1.40E-10   .00      .00   4 !   300  2500 -  NIST 1992BAU
jan11 h2co    h       o       ch3                    3.37E-09  -.22 34645.00   4 !   300  2500 -  >INV NIST 1992BAU
jan11 o       ch3     co      h2      h              3.60E-11   .00   202.00   4 !   354   925 -  2002FOC
jan11 o       ch4     ch3     oh                     1.73E-12  2.20  3865.00   4 !   297  2575 -  NIST fit to all experimental data after 1970
jan11 n       o2      no      o                      4.50E-12  1.00  3270.00   4 !   298  5000 -  NIST 1994BAU
jan11 n       oh      o       nh                     1.88E-11   .10 10701.00   4 !   298  2500 -  2000DEA (estimated via reverse)
sep15 n       nh      n2      h                      5.00E-11   .10      .00   4 !    10   500 -  KIDA (update september 2015)
jan11 n       co      cn      o                      3.84E-09   .00 35993.00   4 !  4000  8000 -  NIST 1986IBR
jan11 n       hco     hcn     o                      1.69E-10   .00      .00   4 !     0     0 -  UMIST99  -REACx  135 -Data L -Err C -Ref
jan11 hcn     o       n       hco                    1.08E-09  -.18 15750.00   4 !     0     0 -  >INV UMIST99  -REACx  135 -Data L -Err C -Ref
jan11 n       hco     co      nh                     5.72E-12   .50   995.00   4 !     0     0 -  UMIST99  -REACx  136 -Data L -Err C -Ref
jan11 co      nh      n       hco                    1.80E-12  1.08 32987.00   4 !     0     0 -  >INV UMIST99  -REACx  136 -Data L -Err C -Ref
jan11 n       h2o     nh      oh                     6.08E-11  1.20 19305.00   4 !   800  3000 -  NIST 1991COH
jan11 n       ch3oh   hno     ch3                    3.99E-10   .00  4331.00   4 !   309   409 -  NIST 1973ROS
jan11 hno     ch3     n       ch3oh                  1.71E-11   .15  6885.00   4 !   309   409 -  >INV NIST 1973ROS
jan11 n       hno     no      nh                     2.88E-12   .50  1007.00   4 !     0     0 -  AK 1984data
jan11 no      nh      n       hno                    1.21E-13  1.03 15892.00   4 !     0     0 -  >INV AK 1984data
jan11 n       co2     no      co                     3.20E-13   .00  1710.00   4 !   291   523 -  NIST 1967AVR
jan11 no      co      n       co2                    6.35E-16   .90 13180.00   4 !   291   523 -  >INV NIST 1967AVR
jan11 n       nh2     n2      h       h              1.15E-10   .00      .00   4 !   298   298 -  AK
jan11 n       cs      s       cn                     3.80E-11   .50  1160.00   4 !     0     0 -  UMIST99  -REACx  154 -Data L -Err C -Ref MI84
jan11 s       cn      n       cs                     1.37E-11   .60  5592.00   4 !     0     0 -  >INV UMIST99  -REACx  154 -Data L -Err C -Ref MI84
jan11 n       sh      s       nh                     1.73E-11   .50  9061.00   4 !     0     0 -  UMIST99  -REACx  147 -Data L -Err C -Ref MI84(1980WES)
jan11 s       nh      n       sh                     1.55E-11   .56  6693.00   4 !     0     0 -  >INV UMIST99  -REACx  147 -Data L -Err C -Ref MI84(1980WES)
jan11 n       so      no      s                      1.50E-11   .00  3680.00   4 !     0     0 -  OSU2003 (N+O2)
jan11 n       c2h4    hcn     ch3                    3.69E-14   .00   161.00   4 !   291   701 -  NIST fit to all data exccept 1961MIL
jan11 hcn     ch3     n       c2h4                   5.93E-16   .55 29014.00   4 !   291   701 -  >INV NIST fit to all data exccept 1961MIL
